Pokedex Id,Name,Classification,Alternate Form Name,Group,Height,Weight,Primary Type,Secondary Type,Primary Ability,Secondary Ability,Hidden Ability,Male Ratio,Female Ratio,HP,Attack,Defense,SpAtk,SpDef,Speed,BST,CatchRate,Experience Growth Rate,Experience Growth Points Total,Egg Group,Evolution Details,Original Name
369,Relicanth,Longevity Pokémon,None,,1.0,23.4,Water,Rock,Swift Swim,Rock Head,Sturdy,87.5,12.5,100,90,130,45,65,55,485,25,Slow,1250000,Water 1,No Evolution,Relicanth
370,Luvdisc,Rendezvous Pokémon,None,,0.6,8.7,Water,None,Swift Swim,None,Hydration,25.0,75.0,43,30,55,40,65,97,330,225,Fast,800000,Water 2,No Evolution,Luvdisc
371,Bagon,Rock Head Pokémon,None,Pseudo-Legendary,0.6,42.1,Dragon,None,Rock Head,None,Sheer Force,50.0,50.0,45,75,60,40,30,50,300,45,Slow,1250000,Dragon,No Evolution,Bagon
372,Shelgon,Endurance Pokémon,None,Pseudo-Legendary,1.1,110.5,Dragon,None,Rock Head,None,Overcoat,50.0,50.0,65,95,100,60,50,50,420,45,Slow,1250000,Dragon,Level 30,Shelgon
373,Salamence,Dragon Pokémon,None,Pseudo-Legendary,1.5,102.6,Dragon,Flying,Intimidate,None,Moxie,50.0,50.0,95,135,80,110,80,100,600,45,Slow,1250000,Dragon,Level 50,Salamence
373,Salamence (Mega),Dragon Pokémon,Mega,Pseudo-Legendary,1.8,112.6,Dragon,Flying,Aerilate,None,None,50.0,50.0,95,145,130,120,90,120,700,45,Slow,1250000,Dragon,No Evolution,Salamence
374,Beldum,Iron Ball Pokémon,None,Pseudo-Legendary,0.6,95.2,Steel,Psychic,Clear Body,None,Light Metal,0.0,0.0,40,55,80,35,60,30,300,3,Slow,1250000,Mineral,No Evolution,Beldum
375,Metang,Iron Claw Pokémon,None,Pseudo-Legendary,1.2,202.5,Steel,Psychic,Clear Body,None,Light Metal,0.0,0.0,60,75,100,55,80,50,420,3,Slow,1250000,Mineral,Level 20,Metang
376,Metagross,Iron Leg Pokémon,None,Pseudo-Legendary,1.6,550.0,Steel,Psychic,Clear Body,None,Light Metal,0.0,0.0,80,135,130,95,90,70,600,3,Slow,1250000,Mineral,Level 45,Metagross
376,Metagross (Mega),Iron Leg Pokémon,Mega,Pseudo-Legendary,2.5,942.9,Steel,Psychic,Tough Claws,None,None,0.0,0.0,80,145,150,105,110,110,700,3,Slow,1250000,Mineral,No Evolution,Metagross
377,Regirock,Rock Peak Pokémon,None,Legendary,1.7,230.0,Rock,None,Clear Body,None,Sturdy,0.0,0.0,80,100,200,50,100,50,580,3,Slow,1250000,No Eggs Discovered,No Evolution,Regirock
378,Regice,Iceberg Pokémon,None,Legendary,1.8,175.0,Ice,None,Clear Body,None,Ice Body,0.0,0.0,80,50,100,100,200,50,580,3,Slow,1250000,No Eggs Discovered,No Evolution,Regice
379,Registeel,Iron Pokémon,None,Legendary,1.9,205.0,Steel,None,Clear Body,None,Light Metal,0.0,0.0,80,75,150,75,150,50,580,3,Slow,1250000,No Eggs Discovered,No Evolution,Registeel
380,Latias,Eon Pokémon,None,Legendary,1.4,40.0,Dragon,Psychic,Levitate,None,None,0.0,100.0,80,80,90,110,130,110,600,3,Slow,1250000,No Eggs Discovered,No Evolution,Latias
380,Latias (Mega),Eon Pokémon,Mega,,1.8,52.0,Dragon,Psychic,Levitate,None,None,0.0,100.0,80,100,120,140,150,110,700,3,Slow,1250000,No Eggs Discovered,No Evolution,Latias
381,Latios,Eon Pokémon,None,Legendary,2.0,60.0,Dragon,Psychic,Levitate,None,None,100.0,0.0,80,90,80,130,110,110,600,3,Slow,1250000,No Eggs Discovered,No Evolution,Latios
381,Latios (Mega),Eon Pokémon,Mega,,2.3,70.0,Dragon,Psychic,Levitate,None,None,100.0,0.0,80,130,100,160,120,110,700,3,Slow,1250000,No Eggs Discovered,No Evolution,Latios
382,Kyogre,Sea Basin Pokémon,None,Legendary,4.5,352.0,Water,None,Drizzle,None,None,0.0,0.0,100,100,90,150,140,90,670,3,Slow,1250000,No Eggs Discovered,No Evolution,Kyogre
382,Kyogre (Primal),Sea Basin Pokémon,Primal,Legendary,9.8,430.0,Water,None,Primordial Sea,None,None,0.0,0.0,100,150,90,180,160,90,770,3,Slow,1250000,No Eggs Discovered,No Evolution,Kyogre
383,Groudon,Continent Pokémon,None,Legendary,3.5,950.0,Ground,None,Drought,None,None,0.0,0.0,100,150,140,100,90,90,670,3,Slow,1250000,No Eggs Discovered,No Evolution,Groudon
383,Groudon (Primal),Continent Pokémon,Primal,Legendary,5.0,999.7,Ground,Fire,Desolate Land,None,None,0.0,0.0,100,180,160,150,90,90,770,3,Slow,1250000,No Eggs Discovered,No Evolution,Groudon
384,Rayquaza,Sky High Pokémon,None,Legendary,7.0,206.5,Dragon,Flying,Air Lock,None,None,0.0,0.0,105,150,90,150,90,95,680,45,Slow,1250000,No Eggs Discovered,No Evolution,Rayquaza
384,Rayquaza (Mega),Sky High Pokémon,Mega,Legendary,10.8,392.0,Dragon,Flying,Delta Stream,None,None,0.0,0.0,105,180,100,180,100,115,780,45,Slow,1250000,No Eggs Discovered,No Evolution,Rayquaza
385,Jirachi,Wish Pokémon,None,Mythical,0.3,1.1,Steel,Psychic,Serene Grace,None,None,0.0,0.0,100,100,100,100,100,100,600,3,Slow,1250000,No Eggs Discovered,No Evolution,Jirachi
386,Deoxys,DNA Pokémon,None,Mythical,1.7,60.8,Psychic,None,Pressure,None,None,0.0,0.0,50,150,50,150,50,150,600,3,Slow,1250000,No Eggs Discovered,No Evolution,Deoxys
386,Deoxys (Attack),DNA Pokémon,Attack,Mythical,1.7,60.8,Psychic,None,Pressure,None,None,0.0,0.0,50,180,20,180,20,150,600,3,Slow,1250000,No Eggs Discovered,No Evolution,Deoxys
386,Deoxys (Defense),DNA Pokémon,Defense,Mythical,1.7,60.8,Psychic,None,Pressure,None,None,0.0,0.0,50,70,160,70,160,90,600,3,Slow,1250000,No Eggs Discovered,No Evolution,Deoxys
386,Deoxys (Speed),DNA Pokémon,Speed,Mythical,1.7,60.8,Psychic,None,Pressure,None,None,0.0,0.0,50,95,90,95,90,180,600,3,Slow,1250000,No Eggs Discovered,No Evolution,Deoxys
387,Turtwig,Tiny Leaf Pokémon,None,Starter,0.4,10.2,Grass,None,Overgrow,None,Shell Armor,87.5,12.5,55,68,64,45,55,31,318,45,Medium Slow,1059860,Monster,No Evolution,Turtwig
388,Grotle,Grove Pokémon,None,Starter,1.1,97.0,Grass,None,Overgrow,None,Shell Armor,87.5,12.5,75,89,85,55,65,36,405,45,Medium Slow,1059860,Monster,Level 18,Grotle
389,Torterra,Continent Pokémon,None,Starter,2.2,310.0,Grass,Ground,Overgrow,None,Shell Armor,87.5,12.5,95,109,105,75,85,56,525,45,Medium Slow,1059860,Monster,Level 32,Torterra
390,Chimchar,Chimp Pokémon,None,Starter,0.5,6.2,Fire,None,Blaze,None,Iron Fist,87.5,12.5,44,58,44,58,44,61,309,45,Medium Slow,1059860,Field,No Evolution,Chimchar
391,Monferno,Playful Pokémon,None,Starter,0.9,22.0,Fire,Fighting,Blaze,None,Iron Fist,87.5,12.5,64,78,52,78,52,81,405,45,Medium Slow,1059860,Field,Level 14,Monferno
392,Infernape,Flame Pokémon,None,Starter,1.2,55.0,Fire,Fighting,Blaze,None,Iron Fist,87.5,12.5,76,104,71,104,71,108,534,45,Medium Slow,1059860,Field,Level 36,Infernape
393,Piplup,Penguin Pokémon,None,Starter,0.4,5.2,Water,None,Torrent,None,Competitive,87.5,12.5,53,51,53,61,56,40,314,45,Medium Slow,1059860,Water 1,No Evolution,Piplup
394,Prinplup,Penguin Pokémon,None,Starter,0.8,23.0,Water,None,Torrent,None,Competitive,87.5,12.5,64,66,68,81,76,50,405,45,Medium Slow,1059860,Water 1,Level 16,Prinplup
395,Empoleon,Emperor Pokémon,None,Starter,1.7,84.5,Water,Steel,Torrent,None,Competitive,87.5,12.5,84,86,88,111,101,60,530,45,Medium Slow,1059860,Water 1,Level 36,Empoleon
396,Starly,Starling Pokémon,None,,0.3,2.0,Normal,Flying,Keen Eye,None,Reckless,50.0,50.0,40,55,30,30,30,60,245,255,Medium Slow,1059860,Flying,No Evolution,Starly
397,Staravia,Starling Pokémon,None,,0.6,15.5,Normal,Flying,Intimidate,None,Reckless,50.0,50.0,55,75,50,40,40,80,340,120,Medium Slow,1059860,Flying,Level 14,Staravia
398,Staraptor,Predator Pokémon,None,,1.2,24.9,Normal,Flying,Intimidate,None,Reckless,50.0,50.0,85,120,70,50,60,100,485,45,Medium Slow,1059860,Flying,Level 34,Staraptor
399,Bidoof,Plump Mouse Pokémon,None,,0.5,20.0,Normal,None,Simple,Unaware,Moody,50.0,50.0,59,45,40,35,40,31,250,255,Medium Fast,1000000,Water 1,No Evolution,Bidoof
400,Bibarel,Beaver Pokémon,None,,1.0,31.5,Normal,Water,Simple,Unaware,Moody,50.0,50.0,79,85,60,55,60,71,410,127,Medium Fast,1000000,Water 1,Level 15,Bibarel
401,Kricketot,Cricket Pokémon,None,,0.3,2.2,Bug,None,Shed Skin,None,Run Away,50.0,50.0,37,25,41,25,41,25,194,255,Medium Slow,1059860,Bug,No Evolution,Kricketot
402,Kricketune,Cricket Pokémon,None,,1.0,25.5,Bug,None,Swarm,None,Technician,50.0,50.0,77,85,51,55,51,65,384,45,Medium Slow,1059860,Bug,Level 10,Kricketune
403,Shinx,Flash Pokémon,None,,0.5,9.5,Electric,None,Rivalry,Intimidate,Guts,50.0,50.0,45,65,34,40,34,45,263,235,Medium Slow,1059860,Field,No Evolution,Shinx
404,Luxio,Spark Pokémon,None,,0.9,30.5,Electric,None,Rivalry,Intimidate,Guts,50.0,50.0,60,85,49,60,49,60,363,120,Medium Slow,1059860,Field,Level 15,Luxio
405,Luxray,Gleam Eyes Pokémon,None,,1.4,42.0,Electric,None,Rivalry,Intimidate,Guts,50.0,50.0,80,120,79,95,79,70,523,45,Medium Slow,1059860,Field,Level 30,Luxray
406,Budew,Bud Pokémon,None,,0.2,1.2,Grass,Poison,Natural Cure,Poison Point,Leaf Guard,50.0,50.0,40,30,35,50,70,55,280,255,Medium Slow,1059860,No Eggs Discovered,No Evolution,Budew
407,Roserade,Bouquet Pokémon,None,,0.9,14.5,Grass,Poison,Natural Cure,Poison Point,Technician,50.0,50.0,60,70,65,125,105,90,515,75,Medium Slow,1059860,Fairy,Shiny Stone,Roserade
408,Cranidos,Head Butt Pokémon,None,,0.9,31.5,Rock,None,Mold Breaker,None,Sheer Force,87.5,12.5,67,125,40,30,30,58,350,45,Erratic,600000,Monster,No Evolution,Cranidos
409,Rampardos,Head Butt Pokémon,None,,1.6,102.5,Rock,None,Mold Breaker,None,Sheer Force,87.5,12.5,97,165,60,65,50,58,495,45,Erratic,600000,Monster,Level 30,Rampardos
410,Shieldon,Shield Pokémon,None,,0.5,57.0,Rock,Steel,Sturdy,None,Soundproof,87.5,12.5,30,42,118,42,88,30,350,45,Erratic,600000,Monster,No Evolution,Shieldon
411,Bastiodon,Shield Pokémon,None,,1.3,149.5,Rock,Steel,Sturdy,None,Soundproof,87.5,12.5,60,52,168,47,138,30,495,45,Erratic,600000,Monster,Level 30,Bastiodon
412,Burmy,Bagworm Pokémon,None,,0.2,3.4,Bug,None,Shed Skin,None,Overcoat,50.0,50.0,40,29,45,29,45,36,224,120,Medium Fast,1000000,Bug,No Evolution,Burmy
413,Wormadam,Bagworm Pokémon,None,,0.5,6.5,Bug,Grass,Anticipation,None,Overcoat,0.0,100.0,60,59,85,79,105,36,424,45,Medium Fast,1000000,Bug,Level 20 When Female,Wormadam
413,Wormadam (Sandy),Bagworm Pokémon,Sandy,,0.5,6.5,Bug,Ground,Anticipation,None,Overcoat,0.0,100.0,60,79,105,59,85,36,424,45,Medium Fast,1000000,Bug,Level 20 When Female,Wormadam
413,Wormadam (Trash),Bagworm Pokémon,Trash,,0.5,6.5,Bug,Steel,Anticipation,None,Overcoat,0.0,100.0,60,69,95,69,95,36,424,45,Medium Fast,1000000,Bug,Level 20 When Female,Wormadam
414,Mothim,Moth Pokémon,None,,0.9,23.3,Bug,Flying,Swarm,None,Tinted Lens,100.0,0.0,70,94,50,94,50,66,424,45,Medium Fast,1000000,Bug,Level 20 When Male,Mothim
415,Combee,Tiny Bee Pokémon,None,,0.3,5.5,Bug,Flying,Honey Gather,None,Hustle,87.5,12.5,30,30,42,30,42,70,244,120,Medium Slow,1059860,Bug,No Evolution,Combee
416,Vespiquen,Beehive Pokémon,None,,1.2,38.5,Bug,Flying,Pressure,None,Unnerve,0.0,100.0,70,80,102,80,102,40,474,45,Medium Slow,1059860,Bug,Level 21 When Female,Vespiquen
417,Pachirisu,EleSquirrel Pokémon,None,,0.4,3.9,Electric,None,Run Away,Pickup,Volt Absorb,50.0,50.0,60,45,70,45,90,95,405,200,Medium Fast,1000000,Field,No Evolution,Pachirisu
418,Buizel,Sea Weasel Pokémon,None,,0.7,29.5,Water,None,Swift Swim,None,Water Veil,50.0,50.0,55,65,35,60,30,85,330,190,Medium Fast,1000000,Water 1,No Evolution,Buizel
419,Floatzel,Sea Weasel Pokémon,None,,1.1,33.5,Water,None,Swift Swim,None,Water Veil,50.0,50.0,85,105,55,85,50,115,495,75,Medium Fast,1000000,Water 1,Level 26,Floatzel
420,Cherubi,Cherry Pokémon,None,,0.4,3.3,Grass,None,Chlorophyll,None,None,50.0,50.0,45,35,45,62,53,35,275,190,Medium Fast,1000000,Fairy,No Evolution,Cherubi
421,Cherrim (Overcast Form),Blossom Pokémon,Overcast Form,,0.5,9.3,Grass,None,Flower Gift,None,None,50.0,50.0,70,60,70,87,78,85,450,75,Medium Fast,1000000,Fairy,Level 25,Cherrim
422,Shellos,Sea Slug Pokémon,None,,0.3,6.3,Water,None,Sticky Hold,Storm Drain,Sand Force,50.0,50.0,76,48,48,57,62,34,325,190,Medium Fast,1000000,Water 1,No Evolution,Shellos
423,Gastrodon,Sea Slug Pokémon,None,,0.9,29.9,Water,Ground,Sticky Hold,Storm Drain,Sand Force,50.0,50.0,111,83,68,92,82,39,475,75,Medium Fast,1000000,Water 1,Level 30,Gastrodon
424,Ambipom,Long Tail Pokémon,None,,1.2,20.3,Normal,None,Technician,Pickup,Skill Link,50.0,50.0,75,100,66,60,66,115,482,45,Fast,800000,Field,Knowing Double Hit,Ambipom
425,Drifloon,Balloon Pokémon,None,,0.4,1.2,Ghost,Flying,Aftermath,Unburden,Flare Boost,50.0,50.0,90,50,34,60,44,70,348,125,Fluctuating,1640000,Amorphous,No Evolution,Drifloon
426,Drifblim,Blimp Pokémon,None,,1.2,15.0,Ghost,Flying,Aftermath,Unburden,Flare Boost,50.0,50.0,150,80,44,90,54,80,498,60,Fluctuating,1640000,Amorphous,Level 28,Drifblim
427,Buneary,Rabbit Pokémon,None,,0.4,5.5,Normal,None,Run Away,Klutz,Limber,50.0,50.0,55,66,44,44,56,85,350,190,Medium Fast,1000000,Field,No Evolution,Buneary
428,Lopunny,Rabbit Pokémon,None,,1.2,33.3,Normal,None,Cute Charm,Klutz,Limber,50.0,50.0,65,76,84,54,96,105,480,60,Medium Fast,1000000,Field,No Evolution,Lopunny
428,Lopunny (Mega),Rabbit Pokémon,Mega,,1.3,28.3,Normal,Fighting,Scrappy,None,None,50.0,50.0,65,136,94,54,96,135,580,60,Medium Fast,1000000,Field,No Evolution,Lopunny
429,Mismagius,Magical Pokémon,None,,0.9,4.4,Ghost,None,Levitate,None,None,50.0,50.0,60,60,60,105,105,105,495,45,Fast,800000,Amorphous,Dusk Stone,Mismagius
430,Honchkrow,Big Boss Pokémon,None,,0.9,27.3,Dark,Flying,Insomnia,Super Luck,Moxie,50.0,50.0,100,125,52,105,52,71,505,30,Medium Slow,1059860,Flying,Dusk Stone,Honchkrow
431,Glameow,Catty Pokémon,None,,0.5,3.9,Normal,None,Limber,Own Tempo,Keen Eye,25.0,75.0,49,55,42,42,37,85,310,190,Fast,800000,Field,No Evolution,Glameow
432,Purugly,Tiger Cat Pokémon,None,,1.0,43.8,Normal,None,Thick Fat,Own Tempo,Defiant,25.0,75.0,71,82,64,64,59,112,452,75,Fast,800000,Field,Level 38,Purugly
433,Chingling,Bell Pokémon,None,,0.2,0.6,Psychic,None,Levitate,None,None,50.0,50.0,45,30,50,65,50,45,285,120,Fast,800000,No Eggs Discovered,No Evolution,Chingling
434,Stunky,Skunk Pokémon,None,,0.4,19.2,Poison,Dark,Stench,Aftermath,Keen Eye,50.0,50.0,63,63,47,41,41,74,329,225,Medium Fast,1000000,Field,No Evolution,Stunky
435,Skuntank,Skunk Pokémon,None,,1.0,38.0,Poison,Dark,Stench,Aftermath,Keen Eye,50.0,50.0,103,93,67,71,61,84,479,60,Medium Fast,1000000,Field,Level 34,Skuntank
436,Bronzor,Bronze Pokémon,None,,0.5,60.5,Steel,Psychic,Levitate,Heatproof,Heavy Metal,0.0,0.0,57,24,86,24,86,23,300,255,Medium Fast,1000000,Mineral,No Evolution,Bronzor
437,Bronzong,Bronze Bell Pokémon,None,,1.3,187.0,Steel,Psychic,Levitate,Heatproof,Heavy Metal,0.0,0.0,67,89,116,79,116,33,500,90,Medium Fast,1000000,Mineral,Level 33,Bronzong
438,Bonsly,Bonsai Pokémon,None,,0.5,15.0,Rock,None,Sturdy,Rock Head,Rattled,50.0,50.0,50,80,95,10,45,10,290,255,Medium Fast,1000000,No Eggs Discovered,No Evolution,Bonsly
439,Mime Jr.,Mime Pokémon,None,,0.6,13.0,Psychic,Fairy,Soundproof,Filter,Technician,50.0,50.0,20,25,45,70,90,60,310,145,Medium Fast,1000000,No Eggs Discovered,No Evolution,Mime Jr.
440,Happiny,Playhouse Pokémon,None,,0.6,24.4,Normal,None,Natural Cure,Serene Grace,Friend Guard,0.0,100.0,100,5,5,15,65,30,220,130,Fast,800000,No Eggs Discovered,No Evolution,Happiny
441,Chatot,Music Note Pokémon,None,,0.5,1.9,Normal,Flying,Keen Eye,Tangled Feet,Big Pecks,50.0,50.0,76,65,45,92,42,91,411,30,Medium Slow,1059860,Flying,No Evolution,Chatot
442,Spiritomb,Forbidden Pokémon,None,,1.0,108.0,Ghost,Dark,Pressure,None,Infiltrator,50.0,50.0,50,92,108,92,108,35,485,100,Medium Fast,1000000,Amorphous,No Evolution,Spiritomb
443,Gible,Land Shark Pokémon,None,Pseudo-Legendary,0.7,20.5,Dragon,Ground,Sand Veil,None,Rough Skin,50.0,50.0,58,70,45,40,45,42,300,45,Slow,1250000,Monster,No Evolution,Gible
444,Gabite,Cave Pokémon,None,Pseudo-Legendary,1.4,56.0,Dragon,Ground,Sand Veil,None,Rough Skin,50.0,50.0,68,90,65,50,55,82,410,45,Slow,1250000,Monster,Level 24,Gabite
445,Garchomp,Mach Pokémon,None,Pseudo-Legendary,1.9,95.0,Dragon,Ground,Sand Veil,None,Rough Skin,50.0,50.0,108,130,95,80,85,102,600,45,Slow,1250000,Monster,Level 48,Garchomp
445,Garchomp (Mega),Mach Pokémon,Mega,Pseudo-Legendary,1.9,95.0,Dragon,Ground,Sand Force,None,None,50.0,50.0,108,170,115,120,95,92,700,45,Slow,1250000,Monster,No Evolution,Garchomp
446,Munchlax,Big Eater Pokémon,None,,0.6,105.0,Normal,None,Pickup,Thick Fat,Gluttony,87.5,12.5,135,85,40,40,85,5,390,50,Slow,1250000,No Eggs Discovered,No Evolution,Munchlax
447,Riolu,Emanation Pokémon,None,,0.7,20.2,Fighting,None,Steadfast,Inner Focus,Prankster,87.5,12.5,40,70,40,35,40,60,285,75,Medium Slow,1059860,No Eggs Discovered,No Evolution,Riolu
448,Lucario,Aura Pokémon,None,,1.2,54.0,Fighting,Steel,Steadfast,Inner Focus,Justified,87.5,12.5,70,110,70,115,70,90,525,45,Medium Slow,1059860,Field,During The Day,Lucario
448,Lucario (Mega),Aura Pokémon,Mega,,1.3,57.5,Fighting,Steel,Adaptability,None,None,87.5,12.5,70,145,88,140,70,112,625,45,Medium Slow,1059860,Field,No Evolution,Lucario
449,Hippopotas,Hippo Pokémon,None,,0.8,49.5,Ground,None,Sand Stream,None,Sand Force,50.0,50.0,68,72,78,38,42,32,330,140,Slow,1250000,Field,No Evolution,Hippopotas
450,Hippowdon,Heavyweight Pokémon,None,,2.0,300.0,Ground,None,Sand Stream,None,Sand Force,50.0,50.0,108,112,118,68,72,47,525,60,Slow,1250000,Field,Level 34,Hippowdon
451,Skorupi,Scorpion Pokémon,None,,0.8,12.0,Poison,Bug,Battle Armor,Sniper,Keen Eye,50.0,50.0,40,50,90,30,55,65,330,120,Slow,1250000,Bug,No Evolution,Skorupi
452,Drapion,Ogre Scorpion Pokémon,None,,1.3,61.5,Poison,Dark,Battle Armor,Sniper,Keen Eye,50.0,50.0,70,90,110,60,75,95,500,45,Slow,1250000,Bug,Level 40,Drapion
453,Croagunk,Toxic Mouth Pokémon,None,,0.7,23.0,Poison,Fighting,Anticipation,Dry Skin,Poison Touch,50.0,50.0,48,61,40,61,40,50,300,140,Medium Fast,1000000,Human-Like,No Evolution,Croagunk
454,Toxicroak,Toxic Mouth Pokémon,None,,1.3,44.4,Poison,Fighting,Anticipation,Dry Skin,Poison Touch,50.0,50.0,83,106,65,86,65,85,490,75,Medium Fast,1000000,Human-Like,Level 37,Toxicroak
455,Carnivine,Bug Catcher Pokémon,None,,1.4,27.0,Grass,None,Levitate,None,None,50.0,50.0,74,100,72,90,72,46,454,200,Slow,1250000,Grass,No Evolution,Carnivine
456,Finneon,Wing Fish Pokémon,None,,0.4,7.0,Water,None,Swift Swim,Storm Drain,Water Veil,50.0,50.0,49,49,56,49,61,66,330,190,Erratic,600000,Water 2,No Evolution,Finneon
457,Lumineon,Neon Pokémon,None,,1.2,24.0,Water,None,Swift Swim,Storm Drain,Water Veil,50.0,50.0,69,69,76,69,86,91,460,75,Erratic,600000,Water 2,Level 31,Lumineon
458,Mantyke,Kite Pokémon,None,,1.0,65.0,Water,Flying,Swift Swim,Water Absorb,Water Veil,50.0,50.0,45,20,50,60,120,50,345,25,Slow,1250000,No Eggs Discovered,No Evolution,Mantyke
459,Snover,Frost Tree Pokémon,None,,1.0,50.5,Grass,Ice,Snow Warning,None,Soundproof,50.0,50.0,60,62,50,62,60,40,334,120,Slow,1250000,Monster,No Evolution,Snover
460,Abomasnow,Frost Tree Pokémon,None,,2.2,135.5,Grass,Ice,Snow Warning,None,Soundproof,50.0,50.0,90,92,75,92,85,60,494,60,Slow,1250000,Monster,Level 40,Abomasnow
460,Abomasnow (Mega),Frost Tree Pokémon,Mega,,2.7,185.0,Grass,Ice,Snow Warning,None,None,50.0,50.0,90,132,105,132,105,30,594,60,Slow,1250000,Monster,No Evolution,Abomasnow
461,Weavile,Sharp Claw Pokémon,None,,1.1,34.0,Dark,Ice,Pressure,None,Pickpocket,50.0,50.0,70,120,65,45,85,125,510,45,Medium Slow,1059860,Field,Holding Razor Claw At Night,Weavile
462,Magnezone,Magnet Area Pokémon,None,,1.2,180.0,Electric,Steel,Magnet Pull,Sturdy,Analytic,0.0,0.0,70,70,115,130,90,60,535,30,Medium Fast,1000000,Mineral,In a Special Magnetic Field,Magnezone
463,Lickilicky,Licking Pokémon,None,,1.7,140.0,Normal,None,Own Tempo,Oblivious,Cloud Nine,50.0,50.0,110,85,95,80,95,50,515,30,Medium Fast,1000000,Monster,Knowing Rollout,Lickilicky
464,Rhyperior,Drill Pokémon,None,,2.4,282.8,Ground,Rock,Lightning Rod,Solid Rock,Reckless,50.0,50.0,115,140,130,55,55,40,535,30,Slow,1250000,Monster,Protector,Rhyperior
465,Tangrowth,Vine Pokémon,None,,2.0,128.6,Grass,None,Chlorophyll,Leaf Guard,Regenerator,50.0,50.0,100,100,125,110,50,50,535,30,Medium Fast,1000000,Grass,Knowing Ancient Power,Tangrowth
466,Electivire,Thunderbolt Pokémon,None,,1.8,138.6,Electric,None,Motor Drive,None,Vital Spirit,75.0,25.0,75,123,67,95,85,95,540,30,Medium Fast,1000000,Human-Like,Electirizer,Electivire
467,Magmortar,Blast Pokémon,None,,1.6,68.0,Fire,None,Flame Body,None,Vital Spirit,75.0,25.0,75,95,67,125,95,83,540,30,Medium Fast,1000000,Human-Like,Magmarizer,Magmortar
468,Togekiss,Jubilee Pokémon,None,,1.5,38.0,Fairy,Flying,Hustle,Serene Grace,Super Luck,87.5,12.5,85,50,95,120,115,80,545,30,Fast,800000,Flying,Shiny Stone,Togekiss
469,Yanmega,Ogre Darner Pokémon,None,,1.9,51.5,Bug,Flying,Speed Boost,Tinted Lens,Frisk,50.0,50.0,86,76,86,116,56,95,515,30,Medium Fast,1000000,Bug,Knowing Ancient Power,Yanmega
470,Leafeon,Verdant Pokémon,None,,1.0,25.5,Grass,None,Leaf Guard,None,Chlorophyll,87.5,12.5,65,110,130,60,65,95,525,45,Medium Fast,1000000,Field,Next to Moss Rock,Leafeon
471,Glaceon,Fresh Snow Pokémon,None,,0.8,25.9,Ice,None,Snow Cloak,None,Ice Body,87.5,12.5,65,60,110,130,95,65,525,45,Medium Fast,1000000,Field,Next to Icy Rock,Glaceon
472,Gliscor,Fang Scorpion Pokémon,None,,2.0,42.5,Ground,Flying,Hyper Cutter,Sand Veil,Poison Heal,50.0,50.0,75,95,125,45,75,95,510,30,Medium Slow,1059860,Bug,Holding Razor Fang At Night,Gliscor
473,Mamoswine,Twin Tusk Pokémon,None,,2.5,291.0,Ice,Ground,Oblivious,Snow Cloak,Thick Fat,50.0,50.0,110,130,80,70,60,80,530,50,Slow,1250000,Field,Knowing Ancient Power,Mamoswine
474,Porygon-Z,Virtual Pokémon,None,,0.9,34.0,Normal,None,Adaptability,Download,Analytic,0.0,0.0,85,80,70,135,75,90,535,30,Medium Fast,1000000,Mineral,Dubious Disc,Porygon-Z
475,Gallade,Blade Pokémon,None,,1.6,52.0,Psychic,Fighting,Steadfast,Sharpness,Justified,100.0,0.0,68,125,65,65,115,80,518,45,Slow,1250000,Human-Like,Dawn Stone When Male,Gallade
475,Gallade (Mega),Blade Pokémon,Mega,,1.6,56.4,Psychic,Fighting,Inner Focus,None,None,100.0,0.0,68,165,95,65,115,110,618,45,Slow,1250000,Amorphous,No Evolution,Gallade
476,Probopass,Compass Pokémon,None,,1.4,340.0,Rock,Steel,Sturdy,Magnet Pull,Sand Force,50.0,50.0,60,55,145,75,150,40,525,60,Medium Fast,1000000,Mineral,Near A Special Magnetic Field,Probopass
477,Dusknoir,Gripper Pokémon,None,,2.2,106.6,Ghost,None,Pressure,None,Frisk,50.0,50.0,45,100,135,65,135,45,525,45,Fast,800000,Amorphous,Reaper Cloth,Dusknoir
478,Froslass,Snow Land Pokémon,None,,1.3,26.6,Ice,Ghost,Snow Cloak,None,Cursed Body,0.0,100.0,70,80,70,80,70,110,480,75,Medium Fast,1000000,Fairy,Dawn Stone When Female,Froslass
479,Rotom,Plasma Pokémon,None,,0.3,0.3,Electric,Ghost,Levitate,None,None,0.0,0.0,50,50,77,95,77,91,440,45,Medium Fast,1000000,Amorphous,No Evolution,Rotom
479,Rotom (Mow),Plasma Pokémon,Mow,,0.3,0.3,Electric,Grass,Levitate,None,None,0.0,0.0,50,65,107,105,107,86,520,45,Medium Fast,1000000,Amorphous,No Evolution,Rotom
479,Rotom (Heat),Plasma Pokémon,Heat,,0.3,0.3,Electric,Fire,Levitate,None,None,0.0,0.0,50,65,107,105,107,86,520,45,Medium Fast,1000000,Amorphous,No Evolution,Rotom
479,Rotom (Wash),Plasma Pokémon,Wash,,0.3,0.3,Electric,Water,Levitate,None,None,0.0,0.0,50,65,107,105,107,86,520,45,Medium Fast,1000000,Amorphous,No Evolution,Rotom
